,user_id,ProductId,rating
238,4006,2603,4
239,5203,2830,4
240,5095,305,3
241,5522,2515,4
242,1931,2593,5
243,654,2343,3
244,2642,1321,5
245,2934,2546,5
246,2842,2742,5
247,7363,1423,2
248,656,39,2
249,4461,629,1
250,6267,215,3
251,2060,1190,4
252,6758,2177,1
253,7149,873,1
254,6183,2748,1
255,6005,810,2
256,5911,2190,1
257,6968,2041,3
258,314,2136,1
259,88,2114,5
260,6836,325,5
261,6065,2231,2
262,755,2689,4
263,6142,2392,5
264,507,1620,4
265,6838,2827,3
266,1682,2794,4
267,4802,834,4
268,3371,1155,1
269,3934,2264,1
270,4269,2088,3
271,4096,759,2
272,145,1317,2
273,7988,1316,5
274,5303,1636,3
275,6328,660,1
276,84,2181,4
277,503,1752,1
278,3429,2635,4
279,1579,910,2
280,6078,2722,4
281,6905,1680,3
282,2807,1369,4
283,5926,2712,3
284,1649,235,5
285,3793,1596,4
286,3062,2553,1
287,2162,1033,1
288,7427,1614,3
289,3391,304,5
290,3940,2808,1
291,4562,430,1
292,6673,1818,2
293,1095,1393,3
294,7478,1952,2
295,5091,551,1
296,5857,2513,4
297,4016,216,4
298,7089,469,5
299,2954,358,2
300,3762,2109,3
301,1846,784,1
302,7024,2452,4
303,4771,661,2
304,7300,1156,5
305,871,2406,4
306,5260,12,3
307,7474,1329,5
308,5918,1927,4
309,3877,2706,2
310,5982,1386,1
311,4548,2765,2
312,2971,187,5
313,3954,457,5
314,7221,1788,1
315,2725,769,4
316,7882,2484,4
317,7584,1660,1
318,4694,159,2
319,7671,1647,2
320,6749,1235,5
321,6772,1308,4
322,3455,2375,2
323,2373,438,1
324,1748,2037,2
325,4216,1838,3
326,7240,1320,2
327,830,1369,4
328,6238,1459,5
329,5619,943,4
330,805,2365,5
331,3196,1489,4
332,2603,2129,4
333,2830,634,3
334,305,35,5
335,6611,1234,2
336,2593,471,3
337,6439,1840,3
338,5417,376,2
339,2546,2778,3
340,6838,1286,1
341,7262,2755,3
342,1423,1980,5
343,39,650,4
344,4725,398,3
345,4311,1348,2
346,5286,2175,4
347,2177,2896,5
348,4969,2295,3
349,6844,341,4
350,3945,1872,3
351,3430,1934,1
352,4906,2380,2
353,7085,1586,4
354,3988,1369,1
355,7885,1766,3
356,3395,2261,3
357,2190,2855,5
358,6137,1446,5
359,6232,1625,2
360,2114,1940,2
361,325,22,3
362,6327,2049,4
363,6785,1866,3
364,6488,2798,5
365,1620,293,3
366,2827,1204,5
367,6890,1058,2
368,4930,2401,5
369,5251,855,1
370,6360,2810,2
371,3277,411,2
372,6184,508,5
373,4855,2647,1
374,1317,1503,2
375,1316,2084,1
376,5732,1952,5
377,3099,2836,4
378,660,2808,3
379,6277,2291,3
380,7208,1717,4
381,5848,1962,3
382,6731,1839,4
383,4048,691,5
384,3549,1257,4
385,3893,78,1
386,910,1869,2
387,2722,3,4
388,5776,2028,3
389,7314,1598,5
390,5465,1853,4
391,2712,2707,2
392,235,36,1
393,1596,2104,2
394,2553,2401,4
395,5129,2624,2
396,1614,2119,3
397,4400,1434,3
398,6904,2784,3
399,4526,1644,2
400,1818,699,3
401,1393,1107,2
402,6048,2381,1
403,7691,701,2
404,4647,2066,1
405,6609,1570,3
406,216,195,2
407,4565,2028,2
408,358,991,3
409,6205,19,3
410,7826,2535,1
411,784,749,4
412,7766,2725,4
413,7542,998,3
414,2452,1544,5
415,661,486,3
416,5252,1009,1
417,3063,1215,2
418,2406,130,4
419,7371,1792,5
420,7612,334,3
421,4108,1210,2
422,7793,927,5
423,5425,2397,1
424,1927,1681,5
425,2706,2514,2
426,5482,1377,4
427,6861,21,4
428,4283,2468,1
429,4553,1363,1
430,1788,939,1
431,769,1511,1
432,2484,1380,5
433,7546,2904,1
434,5756,2300,2
435,4255,1497,2
436,5743,2518,4
437,1235,514,5
438,5404,492,4
439,3819,1019,1
440,2375,479,1
441,438,2013,1
442,2037,604,4
443,3686,810,2
444,7336,1431,3
445,4065,1358,5
446,5934,1713,2
447,1320,880,5
448,5465,188,2
449,1459,1930,3
450,5039,1478,5
451,6461,1075,3
452,5585,63,4
453,2129,1992,3
454,634,818,3
455,4131,15,5
456,1234,2050,4
457,471,121,5
458,3601,370,4
459,5936,873,4
460,2944,2547,2
461,7044,2490,2
462,376,506,4
463,7540,795,2
464,2778,595,4
465,5382,2449,3
466,2755,564,4
467,3137,2028,1
468,3118,2827,2
469,1980,1520,5
470,4746,867,3
471,7165,1153,4
472,398,2004,2
473,1348,1413,2
474,2175,827,1
475,2896,7,3
476,2295,38,3
477,3667,1109,4
478,4437,721,5
479,5968,508,2
480,1934,422,5
481,2380,1476,2
482,5682,545,2
483,1369,1001,3
484,1766,2025,4
485,2261,285,2
486,7464,2135,5
487,2855,679,5
488,1446,1202,1
489,5721,1502,5
490,6036,2248,1
491,7580,1902,3
492,22,301,5
493,6145,1465,5
494,5962,783,1
495,6894,2054,3
496,4389,1121,4
497,1204,736,1
498,1058,540,3
499,2401,482,5
500,4951,1375,4
501,2810,783,5
502,411,605,2
503,7290,1270,1
504,4604,2162,1
505,2647,1917,4
506,7389,850,3
507,3719,2279,4
508,1503,751,1
509,3972,1478,1
510,7709,2056,3
511,6180,2520,4
512,1952,195,3
513,2836,788,3
514,6904,1879,4
515,2291,1107,5
516,5813,867,5
517,6058,1876,4
518,3023,1676,5
519,3891,294,4
520,5935,2896,3
521,7240,1930,2
522,7730,1778,4
523,4787,524,2
524,1257,1311,4
525,4174,454,3
526,7867,962,5
527,1869,1332,4
528,2916,2164,3
529,3,1062,5
530,3706,2294,1
531,2028,474,2
532,1598,2853,3
533,1853,2344,5
534,2707,2387,1
535,36,1058,4
536,3971,298,1
537,6200,1078,4
538,6497,519,5
539,2624,113,4
540,2119,895,5
541,5530,896,1
542,3967,2143,3
543,2784,916,4
544,5740,2064,4
545,3513,237,5
546,699,1614,4
547,5203,2470,4
548,6477,1594,4
549,4797,2075,2
550,6162,1262,3
551,5666,2492,5
552,4291,1334,4
553,2028,304,5
554,991,87,1
555,19,1138,2
556,6631,1469,4
557,749,2477,4
558,7235,1673,3
559,2725,2142,4
560,5094,136,2
561,3954,694,1
562,5640,2211,5
563,4582,2309,1
564,3941,803,4
565,1009,2654,4
566,1215,1660,3
567,4226,993,5
568,5888,2832,1
569,7638,1878,2
570,4430,2372,4
571,1210,880,1
572,927,2877,1
573,2397,1104,1
574,1681,2442,5
575,6610,841,1
576,1377,145,1
577,21,128,4
578,2468,2715,2
579,5459,2295,3
580,7704,540,3
581,939,601,4
582,5607,745,1
583,5476,419,5
584,3848,2200,4
585,3406,1083,5
586,3632,459,2
587,3859,1788,5
588,3628,2189,5
589,7000,1197,5
590,7261,2260,4
591,2300,1416,5
592,5593,1893,3
593,6614,1107,2
594,4610,682,2
595,4588,2590,4
596,5115,1351,4
597,479,2016,4
598,2013,1034,4
599,4700,1103,3
600,810,1948,3
601,5527,2179,5
602,5454,2069,1
603,1713,2432,2
604,3162,1455,2
605,4976,2107,2
606,188,8,4
607,1930,1085,5
608,5574,129,2
609,1075,962,2
610,63,1219,4
611,7083,2325,4
612,1992,847,2
613,818,580,3
614,4111,2441,5
615,7259,1124,3
616,2050,2428,3
617,7816,2400,5
618,7488,38,4
619,121,1961,5
620,7216,2844,4
621,370,652,1
622,4969,328,1
623,2547,1895,4
624,6586,1684,5
625,506,1444,3
626,4891,2178,4
627,4691,352,3
628,2449,1839,5
629,564,2019,1
630,2028,2613,1
631,3416,1396,1
632,6923,1885,2
633,3525,2545,4
634,3752,663,2
635,1520,746,4
636,4963,2792,2
637,1153,84,5
638,7426,755,5
639,6100,1804,2
640,5509,544,2
641,827,2354,1
642,7082,2449,2
643,7,2535,2
644,38,813,4
645,1109,2297,2
646,721,2428,2
647,3533,1572,4
648,3366,1941,4
649,3370,2726,5
650,4604,1490,4
651,422,832,1
652,5572,4,4
653,545,1601,4
654,5097,967,4
655,7063,641,1
656,2025,1469,5
657,4381,2193,1
658,3897,2504,5
659,2135,1279,5
660,4775,2039,3
661,3458,1342,3
662,5298,1772,5
663,5598,2138,4
664,7772,579,4
665,6344,2108,3
666,5998,1233,5
667,4397,2199,5
668,7164,325,1
669,5561,2210,3
670,783,608,4
671,6150,1622,5
672,1121,1606,3
673,736,1893,3
674,3001,885,5
675,540,477,2
676,4578,924,1
677,1375,805,2
678,783,1603,5
679,3499,328,1
680,605,1538,1
681,1270,320,2
682,2162,60,5
683,7512,2672,4
684,1917,1724,5
685,3870,2628,2
686,4946,1755,2
687,4019,1888,5
688,6375,279,2
689,4847,1947,5
690,5574,2013,2
691,6152,694,3
692,7685,2386,2
693,6616,1374,3
694,4291,1138,5
695,788,1228,1
696,1879,1335,2
697,5203,2407,3
698,867,960,2
699,3253,794,4
700,1876,1956,1
701,3149,1151,5
702,1676,2043,3
703,4390,253,1
704,2896,19,1
705,3452,795,5
706,1930,365,1
707,1778,492,5
708,524,2295,2
709,1311,2848,1
710,4550,1398,3
711,5058,525,1
712,1332,855,5
713,7323,2596,3
714,7864,1977,3
715,6260,308,2
716,1062,1109,1
717,6390,1003,3
718,7921,2255,3
719,474,2172,5
720,6949,2563,2
721,6440,365,2
722,6483,728,3
723,3460,22,3
724,5154,2721,4
725,4394,1601,4
726,5174,2895,2
727,519,1938,4
728,113,2866,1
729,7183,2284,2
730,895,1682,5
731,7443,2613,3
732,7955,256,5
733,4992,2437,1
734,6239,306,2
735,916,1946,4
736,3530,1342,5
737,2064,110,4
738,237,1038,5
739,5710,2584,2
740,3354,2082,5
741,3632,100,3
742,2470,234,3
743,1594,1990,4
744,2075,2428,3
745,7023,597,1
746,5358,2615,4
747,2492,1508,2
748,5430,2769,1
749,4015,1732,2
750,4400,492,3
751,4183,2593,4
752,5234,1327,5
753,7726,621,1
754,3023,849,3
755,5565,133,1
756,2477,2331,5
757,1673,573,2
758,2142,1636,2
759,4232,325,4
760,4790,1688,2
761,7717,2733,4
762,3816,1945,5
763,2211,77,2
764,6405,1648,5
765,3213,1389,3
766,803,1487,4
767,6750,1511,5
768,1660,674,2
769,5089,761,4
770,6928,1096,1
771,3027,1042,5
772,5974,1849,1
773,3224,2829,2
774,2372,110,1
775,880,272,4
776,6973,666,1
777,5200,407,2
778,2442,695,4
779,7744,1982,3
780,4937,798,5
781,145,2509,2
782,7644,394,5
783,128,755,4
784,2715,450,4
785,6391,1614,5
786,4636,1032,2
787,601,616,3
788,4841,1721,2
789,419,542,5
790,2200,2882,3
791,3324,507,3
792,1083,2128,1
793,4555,282,3
794,1788,1016,5
795,2189,1184,1
796,1197,2899,5
797,7351,1033,3
798,2260,1449,2
799,1416,1821,4
800,5989,2415,5
801,3508,2233,5
802,5203,2229,4
803,682,794,2
804,6686,1417,3
805,7934,777,2
806,7244,413,4
807,5447,1003,4
808,2016,1354,3
809,7823,2713,1
810,5130,1259,3
811,1103,1709,5
812,7831,514,3
813,1948,218,4
814,3128,1227,3
815,6275,379,1
816,2928,1575,5
817,6165,704,5
818,2432,908,2
819,4068,423,5
820,5551,841,5
821,2107,2136,5
822,8,610,4
823,1085,1191,2
824,4225,2230,1
825,5058,1782,1
826,5315,2829,5
827,2325,449,1
828,4033,666,1
829,4943,757,4
830,4676,2688,1
831,2441,2248,4
832,5220,2764,5
833,3469,101,1
834,6524,312,1
835,2400,442,4
836,7317,14,1
837,38,325,3
838,1961,811,3
839,7763,2075,1
840,2844,604,4
841,4748,1406,2
842,328,1251,4
843,3365,513,2
844,3120,760,3
845,7615,228,5
846,5991,1438,3
847,1684,783,4
848,3036,59,5
849,3111,1348,3
850,5540,2013,2
851,2178,1560,4
852,4448,1505,5
853,5935,279,1
854,6115,277,2
855,6709,2384,5
856,5492,2808,5
857,5981,2162,3
858,3982,708,3
859,2545,1759,4
860,4759,2613,4
861,746,2343,1
862,2792,1234,1
863,3800,2373,4
864,84,803,1
865,3916,2004,5
866,4851,690,2
867,1804,1847,2
868,4640,1256,1
869,7079,2765,5
870,6450,2224,3
871,6545,1142,1
872,6631,2046,3
873,813,1775,5
874,2297,2650,2
875,6524,1852,4
876,1572,1633,4
877,7739,294,1
878,6037,1444,5
879,3297,2408,1
880,2726,1755,3
881,1490,2302,2
882,832,1863,3
883,4,2381,3
884,1601,2602,1
885,5063,2304,5
886,4737,2246,1
887,7785,53,1
888,1469,40,4
889,2193,2636,5
890,6600,1104,2
891,1279,485,4
892,2039,1306,4
893,3929,851,5
894,1342,34,5
895,5868,2805,2
896,6234,1758,1
897,3115,923,1
898,579,241,4
899,6204,35,3
900,5329,1729,1
901,3965,675,5
902,2199,695,5
903,7196,2714,2
904,3638,1734,4
905,325,101,3
906,2210,868,5
907,608,36,2
908,5718,1145,1
909,1606,1789,2
910,1893,2147,5
911,885,635,3
912,4573,2849,1
913,924,2389,5
914,805,47,3
915,1603,246,5
916,3407,2511,4
917,328,2149,5
918,5634,2122,5
919,7786,845,5
920,4416,2629,1
921,4156,61,2
922,6768,578,1
923,5820,1833,2
924,6724,425,2
925,5851,2781,3
926,5984,638,2
927,279,1729,3
928,6043,1318,4
929,2013,737,5
930,3385,180,4
931,3888,1777,4
932,694,2668,2
933,3506,519,5
934,6482,1285,2
935,5470,897,4
936,1138,1321,1
937,5324,2880,4
938,4093,976,1
939,5431,1110,5
940,6503,2468,5
941,5056,2329,1
942,4890,745,2
943,3450,2526,1
944,4084,423,1
945,1956,2216,5
946,5247,2268,1
947,3266,2046,4
948,3574,1973,4
949,2043,1827,3
950,4349,1892,4
951,19,2494,1
952,795,2381,2
953,4461,2819,3
954,4588,661,2
955,6391,2441,1
956,3656,2407,3
957,3567,1389,3
958,2848,1501,5
959,5494,2803,2
960,525,430,2
961,4951,63,3
962,2596,2625,3
963,6073,2264,1
964,3577,646,4
965,4404,2117,4
966,1109,82,5
967,1003,2002,1
968,2255,255,1
969,6268,1969,5
970,2563,1421,3
971,4461,2185,4
972,728,62,5
973,22,783,4
974,2721,523,4
975,3281,1702,5
976,5697,2215,5
977,6991,164,4
978,6034,1847,1
979,7932,2848,2
980,6962,1169,2
981,2284,197,2
982,5778,857,1
983,6709,2363,5
984,4352,2466,1
985,2437,1214,3
986,3360,681,4
987,4402,2873,4
988,1946,716,5
989,1342,461,1
990,7889,1958,1
991,7016,770,3
992,7042,1520,3
993,4206,2831,3
994,5134,1364,4
995,2584,423,3
996,6178,1180,3
997,100,2328,5
998,3978,51,4
999,3951,2087,3
1000,234,559,1
1001,7460,1838,1
1002,6086,1202,5
1003,6524,2180,1
1004,4693,1939,2
1005,2615,1581,4
1006,1508,1465,1
1007,2769,2650,1
1008,3100,61,3
1009,5828,1616,4
1010,492,1739,3
1011,3878,1489,5
1012,2593,405,2
1013,5423,2656,2
1014,4717,696,1
1015,4945,1875,1
1016,133,63,1
1017,3461,1350,3
1018,6427,1252,5
1019,7147,1949,2
1020,4669,2175,3
1021,7100,423,2
1022,1636,207,3
1023,3035,1701,4
1024,325,1616,3
1025,5784,1999,1
1026,2733,1498,1
1027,1945,1761,2
1028,3659,1722,3
1029,4084,2827,2
1030,7968,1083,2
1031,4173,388,5
1032,1648,1821,3
1033,7259,452,4
1034,7491,1976,3
1035,5485,1797,4
1036,1487,870,5
1037,3919,1576,3
1038,1511,1282,2
1039,4770,841,2
1040,3440,1764,5
1041,761,2345,3
1042,1096,157,1
1043,1042,1973,5
1044,7101,393,1
1045,1849,2553,2
1046,7898,2128,1
1047,3901,2245,5
1048,3828,758,4
1049,2829,1648,1
1050,110,2143,4
1051,4368,279,1
1052,666,33,5
1053,3226,998,4
1054,7432,1076,5
1055,3559,2500,4
1056,3813,2623,3
1057,3562,2123,3
1058,4015,1193,5
1059,4503,2008,2
1060,4791,126,2
1061,6078,219,5
1062,798,2576,4
1063,2509,1409,5
1064,394,1344,5
1065,4851,1839,3
1066,4546,2002,4
1067,3083,2194,3
1068,1614,2123,1
1069,1032,2209,2
1070,4007,2503,2
1071,7269,1156,4
1072,4712,2525,3
1073,5817,1912,5
1074,4638,2606,1
1075,6978,2169,2
1076,4603,2493,5
1077,2128,2551,3
1078,3575,1171,4
1079,4378,980,4
1080,1016,2623,5
1081,3404,2798,5
1082,3167,965,3
1083,1184,1510,3
1084,7381,1398,1
1085,2899,1317,2
1086,1033,1708,2
1087,1449,1625,4
1088,1821,458,1
1089,2415,2199,3
1090,6329,73,5
1091,6325,821,1
1092,3302,878,5
1093,794,1097,5
1094,5513,1139,3
1095,7243,1367,3
1096,777,2516,5
1097,7784,999,2
1098,4509,2273,3
1099,1003,193,4
1100,3747,2211,2
1101,1354,240,2
1102,6809,1855,5
1103,2915,2771,5
1104,7768,2315,2
1105,5355,156,1
1106,1709,2555,5
1107,514,912,1
1108,218,1851,4
1109,1227,1221,3
1110,379,1203,2
1111,7052,1001,3
1112,7612,1758,4
1113,5671,137,4
1114,704,608,5
1115,3458,225,3
1116,908,2074,5
1117,423,2516,4
1118,841,2441,3
1119,6232,521,3
1120,610,2355,1
1121,5287,2074,3
1122,2230,2906,4
1123,7965,1406,5
1124,1782,1041,3
1125,7651,1577,3
1126,2829,2335,1
1127,449,1273,3
1128,4762,123,2
1129,3700,797,1
1130,757,442,3
1131,2688,195,2
1132,2248,84,1
1133,2764,2374,4
1134,101,1456,1
1135,312,1352,4
1136,4538,1656,2
1137,14,2904,2
1138,325,2505,2
1139,811,305,5
1140,2075,2722,2
1141,4700,939,4
1142,5502,992,4
1143,7583,714,1
1144,1251,954,5
1145,4609,696,2
1146,4856,1661,3
1147,4324,576,4
1148,1438,462,4
1149,2970,2302,4
1150,2977,1187,4
1151,7560,1246,5
1152,7710,1003,5
1153,3338,866,5
1154,4879,2269,5
1155,4155,1425,4
1156,1348,2038,4
1157,2013,2381,2
1158,7255,47,3
1159,1560,1721,4
1160,1505,2565,1
1161,279,2692,3
1162,3435,1364,1
1163,7241,431,2
1164,4373,361,4
1165,2384,1629,4
1166,3690,1540,4
1167,2808,983,3
1168,6258,2741,2
1169,4804,1476,4
1170,3034,695,5
1171,7340,2262,3
1172,3583,419,1
1173,1759,1190,1
1174,2613,1691,1
1175,6439,2670,5
1176,3744,2714,4
1177,5330,2725,5
1178,7006,2344,1
1179,2373,1029,2
1180,803,765,4
1181,3094,1571,2
1182,2004,1628,5
1183,7366,2603,5
1184,3733,1849,4
1185,690,1674,3
1186,1847,1514,2
1187,3948,2828,3
1188,2911,2871,5
1189,5352,1911,2
1190,2765,2315,1
1191,7134,1664,4
1192,2224,1841,1
1193,3337,714,2
1194,5238,1509,4
1195,2046,374,4
1196,5871,715,1
1197,6746,828,3
1198,3345,591,1
1199,5948,1868,4
1200,7895,437,4
1201,1633,536,5
1202,7440,2515,3
1203,4390,2771,1
1204,7482,359,3
1205,5540,1042,5
1206,2408,313,1
1207,5851,891,4
1208,2302,1901,3
1209,5959,735,4
1210,6477,1117,2
1211,2602,1334,4
1212,6400,1923,4
1213,2246,1119,1
1214,4149,1645,4
1215,4136,240,1
1216,6732,906,3
1217,3308,1604,5
1218,1104,1735,1
1219,4581,1474,1
1220,7432,2671,5
1221,1306,1797,3
1222,851,2904,5
1223,34,1869,1
1224,6901,1073,4
1225,1758,2517,1
1226,7723,2468,4
1227,5019,1280,3
1228,4337,1603,1
1229,4131,834,4
1230,7445,83,4
1231,1729,1278,2
1232,7893,78,4
1233,4771,1820,2
1234,4791,1301,5
1235,2714,1854,1
1236,7448,1651,3
1237,3252,141,3
1238,1734,502,3
1239,7039,2619,1
1240,3509,1843,3
1241,101,1635,2
1242,4964,1341,5
1243,3771,25,2
1244,3732,834,5
1245,36,1486,5
1246,7387,1859,4
1247,1145,134,4
1248,3811,1062,1
1249,5885,1457,4
1250,2147,783,2
1251,3012,2608,2
1252,4731,1175,5
1253,2849,692,2
1254,6485,137,4
1255,4143,2212,2
1256,4342,2642,1
1257,2511,1490,5
1258,6245,2751,2
1259,2122,1714,1
1260,4941,1796,2
1261,2629,2576,2
1262,2942,1127,1
1263,4157,2553,5
1264,7708,1069,2
1265,578,1035,5
1266,1833,2180,1
1267,2959,2236,3
1268,425,2524,1
1269,2781,1022,1
1270,638,676,1
1271,5825,1974,2
1272,1318,1406,1
1273,737,2895,5
1274,180,1773,4
1275,1777,597,3
1276,6764,509,3
1277,519,1988,2
1278,1285,514,4
1279,897,1971,5
1280,1321,2881,2
1281,2880,1759,1
1282,976,2586,5
1283,1110,1956,1
1284,2468,2372,2
1285,6425,316,3
1286,4007,123,1
1287,2931,922,5
1288,4841,2901,1
1289,6622,678,3
1290,423,555,3
1291,2216,945,4
1292,7852,1881,3
1293,3586,185,3
1294,6364,1280,2
1295,2046,2312,3
1296,7074,973,1
1297,7491,492,2
1298,1973,2671,1
1299,1827,93,3
1300,5988,2863,5
1301,2494,2422,4
1302,2381,977,4
1303,2819,2506,3
1304,3194,1125,1
1305,3436,2493,3
1306,7159,1116,3
1307,661,2896,5
1308,6537,467,4
1309,2407,1928,3
1310,7626,1562,2
1311,5485,149,3
1312,3734,2770,3
1313,1501,521,4
1314,3259,1002,3
1315,2803,1844,3
1316,3532,1369,5
1317,4526,7,5
1318,4159,1551,4
1319,3662,2419,1
1320,2625,489,2
1321,6360,612,2
1322,646,2663,5
1323,7201,718,2
1324,7564,1936,4
1325,3945,2349,2
1326,2117,1259,2
1327,4178,949,2
1328,2002,89,5
1329,255,2244,1
1330,1969,1483,4
1331,7800,1156,2
1332,1421,378,3
1333,7227,1900,5
1334,7640,1604,3
1335,7318,2129,3
1336,2185,2419,5
1337,4158,203,2
1338,4879,2781,4
1339,4619,1332,1
1340,1702,2848,1
1341,6311,1019,5
1342,3501,825,3
1343,3858,836,4
1344,164,380,3
1345,1847,2344,1
1346,7556,934,2
1347,6944,1582,3
1348,1169,1004,4
1349,197,1786,1
1350,857,2039,2
1351,2363,591,4
1352,2466,2469,1
1353,4027,1326,3
1354,1214,79,5
1355,2939,465,5
1356,4777,2424,4
1357,7349,351,4
1358,6969,1771,4
1359,4812,1579,5
1360,461,1401,2
1361,1958,211,3
1362,4866,472,3
1363,3052,2266,3
1364,5616,1461,1
1365,2831,1450,2
1366,1364,1733,3
1367,3157,240,1
1368,3642,420,4
1369,3777,2092,5
1370,4519,2161,5
1371,7377,1498,1
1372,1180,2026,2
1373,6424,1749,3
1374,51,432,5
1375,6183,1394,3
1376,7177,1708,4
1377,7558,1784,4
1378,7669,201,5
1379,559,2566,5
1380,1838,1453,2
1381,5298,1703,2
1382,6276,2832,1
1383,1939,1231,3
1384,1581,869,3
1385,4008,609,1
1386,3090,2639,4
1387,5561,1555,1
1388,6746,137,2
1389,61,1857,4
1390,5712,2442,2
1391,5835,1061,4
1392,3856,692,3
1393,1489,1779,1
1394,4501,42,5
1395,6752,1444,4
1396,696,2271,1
1397,5971,2157,5
1398,4159,994,5
1399,5446,2206,5
1400,7709,1376,1
1401,1252,304,5
1402,1949,1744,1
1403,6271,1761,2
1404,4519,1634,3
1405,4303,2715,3
1406,5797,405,2
1407,5712,113,2
1408,6095,320,1
1409,3109,179,4
1410,3073,352,2
1411,5594,2311,1
1412,5857,163,2
1413,7786,467,3
1414,1722,1144,3
1415,6923,1633,4
1416,3954,2007,1
1417,1083,2664,5
1418,388,1874,1
1419,1821,513,2
1420,4036,2127,5
1421,452,2716,1
